,renda_mensal,quantidade_de_cheques_sem_fundo,valor_dos_restritivos,quantidade_de_protestos,valor_dos_protestos,modelo_score_1,modelo_score_2,modelo_score_3,modelo_score_4,id_do_cliente,tipo_de_score,compromentimento_da_renda,response
5187,0.09949881622236571,0,0.0,0.0,0.0,794,657,814,877,731354323,4,25,BOM
4917,0.03409894536174399,0,0.0,0.0,0.0,507,624,480,640,76383837,3,25,BOM
3566,0.06958152691941087,0,0.0,0.0,0.0,719,640,663,804,530892921,4,25,BOM
1743,0.009377978661255108,0,0.0,0.0,0.0,477,618,481,602,1009881192,2,25,BOM
6708,0.0714878701226824,0,0.0,0.0,0.0,578,694,673,751,836821865,3,25,BOM
3183,0.010577130031054947,0,0.7379310344827587,0.0,0.0,261,239,258,591,967621103,1,25,BOM
668,0.033299511115210775,0,0.0,0.0,0.0,666,704,785,791,141296308,3,25,BOM
3562,0.04867324662546506,0,28.93793103448276,0.0,0.0,66,220,156,625,706631562,1,100,MAU
5298,0.061679426867140175,0,0.0,0.0,0.0,642,630,456,782,251148182,3,25,MAU
1003,0.10349598745503182,0,0.0,0.0,0.0,374,565,398,602,203894826,2,25,BOM
7683,0.014082341727392922,0,0.0,0.0,0.0,320,635,262,624,976633341,2,25,BOM
6728,0.0006764443624511854,0,0.0,1.0,9000.0,188,650,619,642,333232620,1,25,BOM
3966,0.04157058081972757,0,0.0,0.0,0.0,866,658,805,820,1000747167,4,25,BOM
9138,0.006057251791040184,0,0.0,0.0,0.0,693,691,817,821,1043616191,3,25,BOM
8526,0.045414014697291144,0,24.103448275862068,0.0,0.0,118,231,258,664,826104609,1,100,BOM
7351,0.0714571226516619,0,1.3793103448275863,0.0,0.0,87,219,188,565,347603486,1,50,MAU
7621,0.00030747471020508427,0,0.0,0.0,0.0,522,585,481,759,107683096,3,25,MAU
5126,0.10755465362973894,0,0.0,0.0,0.0,902,688,868,854,1146282632,4,25,BOM
7473,0.09962180610644773,0,0.0,0.0,0.0,653,712,763,749,804791884,3,25,BOM
5887,0.09537865510561756,0,0.0,0.0,0.0,613,677,699,753,687754577,3,25,BOM
1927,0.0001229898840820337,0,0.0,0.0,0.0,366,667,588,724,661570372,2,25,BOM
9435,0.09956031116440674,0,0.0,0.0,0.0,769,655,728,761,356372150,4,25,BOM
4593,0.014143836669433939,0,0.0,0.0,0.0,423,609,599,635,286466412,2,25,BOM
6011,0.008916766595947478,0,0.896551724137931,0.0,0.0,90,446,188,591,684222754,1,25,MAU
4721,0.09956031116440674,0,0.0,0.0,0.0,909,708,796,912,491433933,4,25,BOM
9429,0.009992928081665284,0,0.0,0.0,0.0,473,1,370,575,775806578,2,25,BOM
3432,0.013836361959228854,0,2.896551724137931,0.0,0.0,3,218,211,444,947648035,1,75,MAU
6069,0.04157058081972757,0,9.979310344827587,0.0,0.0,243,226,313,715,949840201,1,100,MAU
1887,0.013528887249023763,0,3.0482758620689654,0.0,0.0,69,219,282,606,1213996204,1,50,BOM
8388,0.005380807428588999,0,0.0,0.0,0.0,442,691,480,1,1180017631,2,25,BOM
8614,0.0714878701226824,0,0.0,0.0,0.0,439,587,279,623,772031181,2,25,BOM
2074,0.07536205147126648,0,0.0,0.0,0.0,162,577,370,646,592517143,1,25,BOM
3850,0.010730867386157486,0,0.0,0.0,0.0,630,637,624,1,241283435,3,25,BOM
6211,0.01371337207514682,0,0.0,0.0,0.0,713,679,676,725,562801115,4,25,BOM
4059,0.014758786089844107,0,0.0,0.0,0.0,404,623,300,720,562557541,2,25,BOM
8063,0.07536205147126648,0,0.0,0.0,0.0,327,663,596,566,958730652,2,25,BOM
2479,0.012452725763305965,0,0.0,0.0,0.0,447,659,613,682,905144372,2,25,BOM
9904,0.007164160747778495,0,0.0,0.0,0.0,593,646,393,682,565358642,3,25,MAU
6534,0.0002767272391845793,0,0.0,0.0,0.0,292,611,450,665,550257054,1,25,BOM
1613,0.012329735879223931,0,0.0,0.0,0.0,471,631,366,532,1086363428,2,25,BOM
1375,0.0721950619561541,0,0.0,0.0,0.0,765,677,715,751,174057011,4,25,MAU
2587,0.1034037450419703,7,48.96551724137931,0.0,0.0,110,129,297,584,1030097834,1,100,BOM
9263,0.004888847892260857,0,0.0,0.0,0.0,763,669,677,756,83082122,4,25,BOM
2043,0.07536205147126648,0,0.593103448275862,0.0,0.0,87,255,227,546,559512866,1,25,MAU
3255,0.10783138086892353,0,0.0,0.0,0.0,917,722,843,864,436386209,4,25,BOM
4195,0.07173384989084647,0,0.0,0.0,0.0,958,714,760,885,589228894,4,25,BOM
7420,0.07041170863696461,0,0.0,0.0,0.0,885,755,873,999,1040206155,4,25,BOM
4338,0.06650677981736001,0,0.0,0.0,0.0,982,718,850,853,859717821,4,25,BOM
740,0.013682624604126309,0,0.0,0.0,0.0,254,624,408,673,1209002937,1,25,BOM
141,0.07041170863696461,0,249.5655172413793,0.0,0.0,159,237,290,753,26572954,1,100,BOM
4496,0.07536205147126648,0,4.027586206896552,0.0,0.0,66,235,266,643,413855614,1,50,BOM
3882,0.08738431264028533,0,0.0,0.0,0.0,627,723,682,779,905996881,3,25,BOM
8802,0.08354087876272176,0,0.0,0.0,0.0,640,646,659,823,487536749,3,25,BOM
7971,0.0714571226516619,0,1.282758620689655,0.0,0.0,226,234,250,666,103907699,1,25,BOM
8596,0.07536205147126648,0,0.0,0.0,0.0,510,628,403,715,1189029869,3,25,BOM
3988,0.011991513697998335,0,0.0,0.0,0.0,554,645,499,682,862397135,3,25,BOM
6595,0.0057497770808351,0,0.0,0.0,0.0,369,659,262,607,418483520,2,25,MAU
4135,0.04150908587768656,0,0.0,0.0,0.0,394,588,335,568,764967535,2,25,BOM
4262,0.10352673492605234,0,0.0,0.0,0.0,759,613,669,781,693478566,4,25,BOM
2469,0.0018448482612305125,0,3.3517241379310345,0.0,0.0,267,241,282,673,10984218,1,50,BOM
6532,0.045414014697291144,0,0.0,0.0,0.0,618,670,568,748,458916804,3,25,BOM
7254,0.09537865510561756,0,0.6827586206896552,0.0,0.0,133,242,258,650,169063744,1,25,BOM
5416,0.0015066260800049164,0,0.0,0.0,0.0,682,648,660,843,275383795,3,25,BOM
2759,0.10780063339790301,0,0.0,0.0,0.0,848,737,890,866,636482250,4,25,BOM
6917,0.006118746733081201,0,0.0,0.0,0.0,493,554,411,612,336886230,2,25,MAU
2294,0.07536205147126648,0,9.827586206896552,0.0,0.0,201,219,266,664,1152250195,1,100,MAU
9004,0.11139808750730253,0,0.0,0.0,0.0,936,709,843,828,1144577614,4,25,BOM
5526,0.07536205147126648,0,0.46206896551724136,0.0,0.0,85,196,219,606,608593027,1,25,BOM
7253,0.0051655751314454365,0,0.0,0.0,0.0,569,650,588,649,802843292,3,25,BOM
734,0.11880822802324507,0,0.0,0.0,0.0,617,666,841,822,382921716,3,25,BOM
863,0.045414014697291144,0,19.17241379310345,0.0,0.0,64,227,266,613,1040571516,1,100,MAU
1362,0.07822156627617378,0,0.0,0.0,0.0,736,704,745,959,510067344,4,25,BOM
8482,0.0714571226516619,0,64.68275862068965,0.0,0.0,70,260,196,543,576319472,1,100,BOM
2313,0.09959105863542723,0,0.0,0.0,0.0,930,672,876,855,812220891,4,25,BOM
5649,0.07536205147126648,0,0.0,0.0,0.0,721,669,671,810,786523834,4,25,MAU
1001,0.044153368385450295,0,0.0,0.0,0.0,461,580,556,568,666685426,2,25,BOM
1589,0.015711957691479872,0,0.0,0.0,0.0,497,597,506,681,90023981,2,25,MAU
1184,0.07154936506472342,0,0.0,0.0,0.0,339,612,498,800,1110842615,2,25,BOM
8566,0.08738431264028533,0,0.0,0.0,0.0,542,624,403,732,575954111,3,25,MAU
6521,0.09537865510561756,0,12.26206896551724,0.0,0.0,151,205,227,597,475479836,1,100,MAU
7331,0.07154936506472342,0,3.206896551724138,0.0,0.0,220,528,211,649,860570330,1,25,MAU
1701,0.07536205147126648,0,0.0,0.0,0.0,614,686,613,714,396196499,3,25,BOM
1683,0.0714878701226824,0,0.0,0.0,0.0,799,685,645,857,722585659,4,25,BOM
9270,0.06958152691941087,0,0.0,0.0,0.0,919,707,819,999,759974268,4,25,BOM
2810,0.11139808750730253,0,0.0,0.0,0.0,999,755,896,832,879934463,4,25,BOM
1268,0.09138148387295145,0,1.8206896551724139,0.0,0.0,243,274,243,560,854846341,1,25,MAU
4916,0.07536205147126648,0,0.0,0.0,0.0,903,751,783,823,400946192,4,25,BOM
7066,0.004489130768994251,0,2.4,0.0,0.0,22,252,235,632,701394721,1,75,MAU
8958,0.012175998524121392,0,10.682758620689656,0.0,0.0,204,236,297,684,139713077,1,100,BOM
5872,0.005319312486547982,0,0.0,2.0,9000.0,347,693,729,869,688607086,2,25,BOM
3944,0.09055130215539771,0,224.99310344827586,0.0,0.0,21,212,133,636,739026904,1,100,MAU
9361,0.0017218583771484788,0,0.0,0.0,0.0,676,666,616,831,801868996,3,25,BOM
6207,0.07151861759370291,0,3.524137931034483,0.0,0.0,61,562,243,737,974197601,1,75,MAU
1372,0.07158011253574394,0,0.0,0.0,0.0,749,659,600,732,716496309,4,25,BOM
3715,0.01817175537312056,0,8.862068965517242,0.0,0.0,181,213,282,676,542340899,1,50,BOM
3490,0.07161086000676443,0,0.0,0.0,0.0,703,663,682,807,45937087,4,25,BOM
2859,0.005196322602465948,0,1.7724137931034483,0.0,0.0,232,236,297,492,890286358,1,25,BOM
5433,0.012114503582080376,0,0.0,0.0,0.0,544,600,342,681,831585024,3,25,BOM
2770,0.07151861759370291,0,0.0,0.0,0.0,846,694,777,815,491068572,4,25,BOM
5760,0.07342496079697444,0,26.427586206896553,1.0,1000.0,174,257,211,656,14637828,1,100,BOM
7836,0.0714571226516619,0,0.0,0.0,0.0,297,645,379,619,371595525,1,25,BOM
4031,0.40777296067398455,0,226.68965517241378,0.0,0.0,172,241,282,600,1212412973,1,100,BOM
9172,0.07536205147126648,0,0.7379310344827587,0.0,0.0,185,572,250,664,73460949,1,25,BOM
2532,0.045414014697291144,0,5.903448275862069,0.0,0.0,47,227,203,617,1179043335,1,100,BOM
4542,0.01432832149555699,0,0.0,0.0,0.0,341,604,382,557,196465819,2,25,BOM
1577,0.04157058081972757,0,0.0,0.0,0.0,830,683,760,788,1218624110,4,25,BOM
8960,0.007809857639209175,0,0.0,0.0,0.0,588,681,583,644,621867810,3,25,BOM
7977,0.00621098914614273,0,0.0,0.0,0.0,432,680,585,651,123758980,2,25,BOM
6115,0.013959351843310888,0,0.0,0.0,0.0,489,617,399,732,77723494,2,25,BOM
4420,0.012852442886572578,0,6.255172413793104,0.0,0.0,201,222,172,562,618214200,1,75,BOM
4984,0.011253574393506133,0,0.0,0.0,0.0,761,717,772,800,104638421,4,25,BOM
185,0.01897118961965378,0,0.0,0.0,0.0,411,515,368,662,854602767,2,25,BOM
5518,0.0015373735510254283,0,0.0,0.0,0.0,530,666,617,736,88197176,3,25,BOM
1074,0.04150908587768656,0,57.98620689655172,0.0,0.0,173,242,258,670,502272976,1,100,BOM
1388,0.07151861759370291,0,0.0,0.0,0.0,378,623,425,737,659378206,2,25,BOM
5280,0.10767764351382099,0,0.0,0.0,0.0,945,713,817,865,561339671,4,25,BOM
2143,0.011161331980444604,0,0.0,0.0,0.0,760,673,650,867,768742932,4,25,BOM
2709,0.10008301817175537,0,0.0,0.0,0.0,747,674,809,724,119496435,4,25,BOM
4323,0.0011069089567383103,0,0.0,0.0,0.0,453,595,311,674,1008663322,2,25,MAU
6150,0.07536205147126648,0,0.0,0.0,0.0,766,666,665,805,196587606,4,25,BOM
8518,0.014205331611474956,0,0.0,0.0,0.0,413,636,551,730,12932810,2,25,BOM
9893,0.07154936506472342,0,0.0,0.0,0.0,743,669,659,791,1001477889,4,25,BOM
8423,0.06955077944839037,0,0.0,0.0,0.0,754,611,748,836,141905243,4,25,BOM
3091,0.10752390615871844,0,0.0,0.0,0.0,870,715,818,820,355519641,4,25,MAU
2440,0.041662823232789095,0,0.0,0.0,0.0,726,754,789,853,616630969,4,25,BOM
3847,0.04283122713156842,0,0.9103448275862069,0.0,0.0,180,245,266,702,119131074,1,25,BOM
9249,0.30117147864588134,0,0.0,0.0,0.0,726,639,664,685,651340264,4,25,MAU
7638,0.045414014697291144,0,0.0,0.0,0.0,258,591,290,617,242744879,1,25,BOM
9211,0.07536205147126648,0,0.0,0.0,0.0,687,599,507,713,815509140,3,25,BOM
1998,0.1005749777080835,0,0.0,0.0,0.0,788,643,869,800,400580831,4,25,MAU
2608,0.06955077944839037,0,67.70344827586207,0.0,0.0,167,227,329,735,1102073951,1,100,MAU
2215,0.0714878701226824,0,0.0,0.0,0.0,901,710,828,749,797119303,4,25,BOM
2306,0.006180241675122218,0,1.4206896551724137,0.0,0.0,199,225,227,636,426643249,1,25,BOM
9995,0.09962180610644773,0,0.0,0.0,0.0,574,614,418,761,6965247,3,25,MAU
844,0.10752390615871844,0,1.4620689655172414,0.0,0.0,269,241,297,643,1083684114,1,25,BOM
3312,0.11139808750730253,0,0.0,0.0,0.0,855,679,843,814,808201920,4,25,BOM
9987,0.045414014697291144,0,0.0,0.0,0.0,800,648,579,724,1209977233,4,25,BOM
9202,0.07536205147126648,0,0.0,0.0,0.0,672,680,708,810,353205688,3,25,BOM
5640,0.1034037450419703,0,5.006896551724138,8.0,37788.0,239,251,305,669,1050679837,1,50,BOM
2170,0.008547796943701377,0,0.0,0.0,0.0,926,704,888,829,608349453,4,25,BOM
3228,0.07536205147126648,0,0.0,0.0,0.0,619,662,499,736,275140221,3,25,BOM
1189,0.07536205147126648,0,100.87586206896552,0.0,0.0,2,216,156,613,10497070,1,100,MAU
372,0.0714878701226824,0,0.0,0.0,0.0,326,662,505,686,928771050,2,25,BOM
4733,0.09150447375703348,0,1.3172413793103448,0.0,0.0,250,286,290,642,677037321,1,25,MAU
3656,0.012452725763305965,0,0.0,0.0,0.0,619,674,694,756,671678693,3,25,BOM
6479,0.04150908587768656,0,0.0,0.0,0.0,635,685,612,902,509823770,3,25,BOM
3133,0.1034037450419703,0,0.0,0.0,0.0,651,653,790,762,225816486,3,25,MAU
2344,0.07342496079697444,0,0.0,3.0,1057.0,226,251,290,674,1061762454,1,75,BOM
5222,0.007809857639209175,0,17.655172413793103,0.0,0.0,151,222,266,591,770447950,1,100,MAU
9356,0.07788334409494818,0,0.0,0.0,0.0,807,668,742,778,898567874,4,25,BOM
2550,0.06155643698305814,0,0.0,0.0,0.0,819,662,751,871,815143779,4,25,BOM
8510,0.09537865510561756,0,1.5655172413793104,1.0,590.0,201,218,243,662,526265015,1,25,BOM
9124,0.004888847892260857,0,0.0,0.0,0.0,475,626,373,642,476454132,2,25,BOM
871,0.045414014697291144,0,0.0,0.0,0.0,276,624,428,643,693234992,1,25,BOM
415,0.06942778956430833,0,112.63448275862069,0.0,0.0,155,233,250,687,1034725740,1,100,BOM
7131,0.0391415306091074,0,0.0,0.0,0.0,983,797,913,889,460256461,4,25,BOM
8922,0.002490545152661193,0,0.0,0.0,0.0,727,708,838,763,599215428,4,25,BOM
2819,0.0696430218614519,0,0.0,0.0,0.0,673,660,804,877,107195948,3,25,BOM
3429,0.1713249085262737,0,0.0,0.0,0.0,824,701,786,815,794318202,4,25,BOM
1127,0.08351013129170125,0,0.0,0.0,0.0,391,626,499,767,381460272,2,25,BOM
8009,0.07536205147126648,0,0.4413793103448276,0.0,0.0,121,250,250,653,1157730610,1,25,MAU
2634,0.01881745226455124,1,1.696551724137931,0.0,0.0,18,157,266,564,1097202471,1,25,BOM
2643,0.07041170863696461,0,0.0,0.0,0.0,999,685,823,919,356250363,4,25,BOM
1068,0.014820281031885124,0,1.8275862068965518,0.0,0.0,60,221,250,610,1059083140,1,25,BOM
8581,0.07536205147126648,0,0.0,0.0,0.0,263,594,162,669,107804883,1,25,BOM
9688,0.0714878701226824,0,524.4,0.0,0.0,2,221,133,528,462448627,1,100,BOM
461,0.04157058081972757,0,0.21379310344827587,0.0,0.0,378,299,360,638,933033595,2,25,BOM
1591,0.07151861759370291,0,0.0,0.0,0.0,681,732,558,749,423598574,3,25,BOM
9821,0.0714571226516619,0,0.0,0.0,0.0,387,658,482,653,245545980,2,25,BOM
3023,0.010085170494726806,0,0.0,1.0,95.0,91,274,266,567,1198772829,1,25,BOM
2821,0.07536205147126648,0,0.0,0.0,0.0,655,678,613,755,281473145,3,25,BOM
1570,0.07158011253574394,0,19.16551724137931,0.0,0.0,127,225,227,546,764480387,1,100,BOM
9181,0.07151861759370291,0,0.0,0.0,0.0,537,680,585,830,195613310,3,25,BOM
1429,0.011837776342895796,0,17.97241379310345,0.0,0.0,114,249,196,542,488023897,1,100,BOM
4943,0.013098422654736645,0,0.0,0.0,0.0,805,715,749,713,742193366,4,25,BOM
5068,0.0714571226516619,0,0.7241379310344828,0.0,0.0,276,264,282,754,483883139,1,25,BOM
3854,0.0660763152230729,0,0.0,0.0,0.0,870,679,781,859,194760801,4,25,BOM
5201,0.09156596869907449,0,0.0,0.0,0.0,540,642,497,672,230079031,3,25,BOM
9178,0.013651877133105804,0,0.0,0.0,0.0,688,676,595,731,757782102,3,25,BOM
479,0.08738431264028533,0,9.455172413793104,0.0,0.0,161,488,243,542,661083224,1,75,MAU
1534,0.07194908218799004,0,0.0,0.0,0.0,786,689,741,809,588619959,4,25,BOM
5096,0.0030747471020508566,0,0.0,0.0,0.0,753,638,702,788,1210951529,4,25,MAU
1547,0.1034037450419703,0,0.0,0.0,0.0,697,649,682,779,1159679202,3,25,BOM
5300,0.1034037450419703,0,27.22758620689655,0.0,0.0,78,213,250,583,290850744,1,100,BOM
7946,0.07536205147126648,0,0.0,0.0,0.0,466,655,421,696,128874034,2,25,BOM
1771,0.008394059588598839,0,0.0,0.0,0.0,666,700,758,719,924143144,3,25,BOM
9901,0.09165821111213603,0,161.18620689655174,0.0,0.0,207,235,211,615,507388030,1,100,BOM
3152,0.04150908587768656,0,0.3448275862068966,0.0,0.0,114,271,243,577,42161690,1,25,MAU
2482,0.045414014697291144,0,0.0,0.0,0.0,370,613,366,669,1011829784,2,25,BOM
8313,0.09537865510561756,0,12.8,0.0,0.0,133,226,290,616,114990316,1,100,BOM
2636,0.06955077944839037,18,4.613793103448276,11.0,4168.0,135,154,282,589,658038549,1,100,MAU
1540,0.0039356762906250925,0,0.0,0.0,0.0,662,667,684,662,9644561,3,25,BOM
6560,0.07536205147126648,0,0.0,0.0,0.0,220,585,193,652,182703888,1,25,MAU
742,0.0714571226516619,0,0.0,0.0,0.0,168,610,263,614,486075305,1,25,BOM
3114,0.07536205147126648,0,0.0,0.0,0.0,482,680,322,666,158468275,2,25,BOM
1916,0.05187098361159795,0,0.0,1.0,404.0,193,244,305,596,411419874,1,25,BOM
4267,0.005011837776342898,0,0.0,0.0,0.0,564,684,523,702,430662220,3,25,BOM
987,0.0998062909325708,1,0.0,0.0,0.0,347,531,690,641,162121885,2,25,MAU
5525,0.0039356762906250925,0,16.79310344827586,0.0,0.0,119,206,211,444,189767534,1,100,MAU
9731,0.008209574762475788,0,0.0,0.0,0.0,328,604,265,673,338225887,2,25,MAU
6337,0.006026504320019679,0,1.3655172413793104,0.0,0.0,87,221,196,571,341514136,1,25,BOM
9067,0.006333979030224764,0,0.0,0.0,0.0,715,690,676,737,1171005393,4,25,BOM
2169,0.008824524182885957,0,0.0,0.0,0.0,618,680,522,788,602138316,3,25,BOM
8327,0.0714878701226824,0,7.137931034482759,0.0,0.0,2,228,235,541,497523283,1,100,BOM
7664,0.01405159425637241,0,0.0,0.0,0.0,436,628,394,691,172595567,2,25,BOM
3902,0.07536205147126648,1,1.9448275862068964,0.0,0.0,197,219,282,632,1085998067,1,25,BOM
6600,0.0114995541616702,0,0.0,0.0,0.0,585,630,396,640,621746023,3,25,BOM
4305,0.005719029609814588,0,0.0,0.0,0.0,805,674,640,706,600676872,4,25,BOM
3693,0.10758540110075947,0,0.4413793103448276,0.0,0.0,253,263,321,779,1191100248,1,25,BOM
9055,0.04150908587768656,0,0.0,0.0,0.0,769,666,789,934,243353814,4,25,BOM
4315,0.09940657380930419,0,0.0,0.0,0.0,842,655,708,743,451244223,4,25,BOM
3128,0.06955077944839037,0,0.0,0.0,0.0,560,624,669,752,1195119219,3,25,BOM
2907,0.0420010454140147,0,7.696551724137931,0.0,0.0,269,216,266,641,1115957669,1,50,BOM
7354,0.0714571226516619,0,0.0,0.0,0.0,458,609,323,630,161634737,2,25,BOM
4644,0.0714571226516619,0,0.0,0.0,0.0,658,668,700,761,393760759,3,25,BOM
7426,0.0714571226516619,0,1.3103448275862069,0.0,0.0,44,245,203,593,569986548,1,25,BOM
628,0.07154936506472342,0,0.0,0.0,0.0,612,679,597,764,886998109,3,25,BOM
4574,0.0714878701226824,0,6.924137931034482,0.0,0.0,158,256,321,604,64448711,1,75,BOM
8666,0.012913937828613595,0,0.0,0.0,0.0,414,626,457,678,1029732473,2,25,BOM
9413,0.0007994342465332191,0,11.10344827586207,0.0,0.0,2,222,180,595,102811616,1,100,BOM
9011,0.003382221812255941,0,0.0,0.0,0.0,418,688,590,719,657794975,2,25,BOM
873,0.1034037450419703,0,0.0,0.0,0.0,858,710,782,814,925361014,4,25,BOM
4662,0.012852442886572578,0,0.0,0.0,0.0,701,632,736,809,152500712,4,25,BOM
8050,0.0729022537896258,0,0.0,2.0,733.0,279,726,678,792,1203644309,1,25,BOM
1031,0.07536205147126648,0,0.0,0.0,0.0,550,612,484,657,434924765,3,25,MAU
1848,0.091596716170095,0,0.0,0.0,0.0,849,672,720,778,274653073,4,25,BOM
9723,0.009500968545337142,0,0.0,0.0,0.0,356,596,331,552,739635839,2,25,BOM
2850,0.0714571226516619,0,0.0,0.0,0.0,526,651,419,692,44232069,3,25,BOM
6538,0.0714878701226824,0,0.0,0.0,0.0,292,622,487,686,227399717,1,25,BOM
5319,0.045414014697291144,0,0.0,0.0,0.0,530,620,640,687,712355551,3,25,BOM
4998,0.0001229898840820337,0,0.0,0.0,0.0,473,1,1,1,1116323030,2,25,BOM
4785,0.07536205147126648,0,0.0,0.0,0.0,655,670,613,718,976024406,3,25,BOM
9278,0.09537865510561756,0,2.0413793103448277,0.0,0.0,269,278,290,703,604817630,1,25,MAU
1174,0.0063954739722657805,0,0.0,0.0,0.0,270,651,421,587,159807932,1,25,BOM
8115,0.07536205147126648,0,2.406896551724138,0.0,0.0,2,252,148,566,820624194,1,50,MAU
3468,0.10752390615871844,0,0.0,0.0,0.0,873,690,868,921,185261415,4,25,BOM
4534,0.07536205147126648,0,0.0,0.0,0.0,740,683,769,765,473409457,4,25,BOM
1548,0.041662823232789095,0,0.0,0.0,0.0,466,608,314,755,233001919,2,25,BOM
4197,0.00015373735510253866,0,0.0,0.0,0.0,361,638,487,539,99766941,2,25,BOM
4490,0.00021523229714355552,0,0.0,0.0,0.0,411,626,419,539,583017757,2,25,BOM
7937,0.04150908587768656,0,18.248275862068965,2.0,306.0,140,243,203,680,1131668192,1,100,BOM
5003,0.0047351105371583185,0,0.8482758620689655,0.0,0.0,2,231,117,433,908919769,1,25,BOM
6001,0.07536205147126648,0,0.0,0.0,0.0,861,669,672,791,654384939,4,25,BOM
5710,0.07536205147126648,0,0.0,0.0,0.0,813,735,834,783,408375199,4,25,BOM
4340,0.07536205147126648,0,0.0,0.0,0.0,743,682,705,803,1042154747,4,25,BOM
8163,0.010454140146972907,0,0.0,0.0,0.0,234,636,316,617,674114433,1,25,BOM
3315,0.09965255357746826,0,0.0,0.0,0.0,665,621,620,905,407400903,3,25,BOM
5048,0.005503797312671033,0,0.0,0.0,0.0,531,686,624,718,1113643716,3,25,BOM
8871,0.09138148387295145,0,0.0,0.0,0.0,701,713,797,774,362826861,4,25,BOM
9616,0.008271069704516805,0,0.0,0.0,0.0,243,606,255,523,703830461,1,25,BOM
1365,0.1034037450419703,0,0.0,0.0,0.0,727,672,736,716,100741237,4,25,BOM
1879,0.014482058850659535,0,20.848275862068967,0.0,0.0,179,238,297,541,277575961,1,100,BOM
3783,0.07536205147126648,0,0.0,0.0,0.0,378,597,254,644,1134591080,2,25,BOM
9160,0.05740552839528948,0,22.910344827586208,0.0,0.0,90,210,274,507,756929593,1,100,MAU
7532,0.11139808750730253,0,0.0,0.0,0.0,432,598,567,572,353327475,2,25,BOM
7927,0.0011069089567383103,1,0.0,0.0,0.0,288,502,432,587,839501179,1,25,MAU
2374,0.02456722934538634,0,0.0,0.0,0.0,446,618,624,741,939244732,2,25,MAU
9277,0.07154936506472342,0,0.8620689655172413,0.0,0.0,248,283,290,735,31809795,1,25,BOM
5164,0.07154936506472342,0,0.0,0.0,0.0,506,656,673,776,682030588,3,25,BOM
2701,0.07161086000676443,0,0.0,0.0,0.0,790,650,720,761,119983583,4,25,BOM
2672,0.09537865510561756,5,3.462068965517241,0.0,0.0,253,221,352,689,267589427,1,25,MAU
7492,0.04172431817483012,0,0.0,0.0,0.0,611,640,554,717,471582652,3,25,BOM
7570,0.04157058081972757,0,20.958620689655174,0.0,0.0,167,233,266,615,893574607,1,100,MAU
1581,0.0001229898840820337,0,0.0,0.0,0.0,254,622,569,670,977729424,1,25,MAU
9147,0.033299511115210775,0,0.0,0.0,0.0,856,730,880,909,1031437491,4,25,BOM
7974,0.07158011253574394,0,0.0,0.0,0.0,445,588,454,664,1091600269,2,25,MAU
1894,0.07161086000676443,0,0.0,0.0,0.0,444,604,397,712,1143968679,2,25,BOM
8753,0.09956031116440674,0,0.0,0.0,0.0,735,686,728,758,1034238592,4,25,BOM
8924,0.013252160009839191,0,0.0,0.0,0.0,877,749,899,813,265031900,4,25,BOM
2924,0.01497401838698767,0,0.0,0.0,0.0,471,663,456,724,868364698,2,25,BOM
4977,0.0014143836669433946,0,0.0,0.0,0.0,256,609,215,518,63109054,1,25,BOM
6096,0.0,0,0.0,0.0,0.0,444,642,501,561,598850067,2,25,BOM
8629,0.012514220705346982,0,0.0,0.0,0.0,551,639,762,691,880299824,3,25,BOM
1266,0.04153983334870706,0,0.0,0.0,0.0,511,616,373,718,368307276,3,25,BOM
9924,0.009808443255542233,0,3.1724137931034484,0.0,0.0,2,223,141,519,693113205,1,75,BOM
2833,0.07536205147126648,0,15.786206896551723,0.0,0.0,30,224,219,701,536860484,1,100,MAU
6242,0.0023368077975586474,0,0.0,0.0,0.0,588,633,520,684,562922902,3,25,BOM
9176,9.224241306152181e-05,0,0.0,0.0,0.0,556,692,719,747,41187394,3,25,BOM
292,0.014174584140454444,0,0.0,0.0,0.0,947,752,861,857,242866666,4,25,BOM
3070,0.0035359591673584864,0,0.0,0.0,0.0,657,662,644,689,993439947,3,25,BOM
6675,0.09949881622236571,0,1.0275862068965518,0.0,0.0,220,252,297,648,1158217758,1,25,MAU
613,0.02911785505642161,0,0.0,0.0,0.0,489,645,374,628,715522013,2,25,BOM
4844,0.1074009162746364,0,0.0,0.0,0.0,675,645,554,718,756320658,3,25,BOM
3589,0.009654705900439688,0,44.889655172413796,0.0,0.0,21,189,125,574,183191036,1,100,BOM
9200,0.014082341727392922,0,0.0,0.0,0.0,511,650,719,613,1079665143,3,25,BOM
9259,0.01288319035759309,0,0.7310344827586207,0.0,0.0,87,275,203,523,1026931372,1,25,MAU
3640,0.07536205147126648,0,0.0,0.0,0.0,881,738,778,735,853384897,4,25,BOM
9448,0.0876302924084494,0,0.0,0.0,0.0,770,726,842,812,811368382,4,25,BOM
1706,0.07914399040678904,0,0.0,0.0,0.0,751,629,514,706,414951697,4,25,BOM
7593,0.002859514804907294,0,0.0,0.0,0.0,208,575,299,606,149334250,1,25,MAU
1071,0.07536205147126648,0,0.0,0.0,0.0,365,616,307,692,507144456,2,25,BOM
7203,0.07536205147126648,0,23.875862068965517,0.0,0.0,29,224,203,533,961409966,1,100,MAU
